1_ae-12a_000020-000053	0_4d3528bc8e13d3761e75401cf28cc699
6_jr-628a_000039-000077	6_692cd328626fcd6e088563361d43f8c5
6_jr-6396688a_000018-000051	6_6a294f25eb55d46963e204d0d145474c
6_jr-6396688a_000112-000143	6_6a5104a6165616d0d19485f1f6b5d611
6_jr-6396688a_000142-000174	6_6b2c0951495abeeea161c95cf9567d72
6_jr-6645a_000032-000064	6_6b620285a75096014968466e64e6fced
6_jr-6645a_000063-000093	6_6ce51fccbbc4ff4ec19a0829e7802b44
6_jr-6a_000027-000083	6_24dbfd48de1cdf0f72a557b862c94e4e
6_jr-6b_000033-000093	6_24f0f11db624b6ea81371ce0825546f1
6_jr-6oo26a_000018-000057	6_6ce5a1744846d2ab625acf48abe67fc8
6_jr-6oo26a_000111-000164	6_6cf91beda598d5976f6a01992d94a212
6_jr-767a_000052-000081	6_6cfdc7959a28163e9c75ecb936dfa07a
6_jr-78z1368a_000168-000203	6_6d6256305f6d00569f1adc8a18eb2280
6_jr-8169976a_000064-000115	6_6dce8c409967a5cff919674d7a6104a6
6_jr-8169976a_000212-000265	6_6e0fb8fb29df41726308a5a28146bc60
6_jr-86547a_000039-000077	6_6e270f2e7c29f8fe6928ca37aee0a44b
6_jr-z6z9a_000053-000097	6_6e4035334149da720b55dce19c374c3c
6_jr-z996a_000130-000188	6_6e495eabfd6b89df44e4d00b8b2ff008
6_jr-zz614a_000092-000131	6_6ee49c4ba945d8f9039534f4c8152f7a
6_jr-zzz16a_000174-000230	6_6f7c905fbadfd1cb783e6642604bc5c8
6_jt-262a_000036-000080	6_2506be18a74d826d1aa84c40ffe636f8
6_jt-26332a_000038-000085	6_7089dc215a6c2cdb2ad9360b6e9398c6
6_jt-34668a_000086-000124	6_71328e015957ad08aad3860f9b690564
6_jt-34668a_000123-000162	6_717153bbed3fa9c490e4cd4c8fa5c874
6_jt-4483673a_000165-000205	6_7218eec61ba3296570d6322354e916bc
6_jt-49936a_000147-000205	6_72245437178f0e7c39db9f4d7ad1c8e6
6_jt-4o6a_000071-000134	6_7292dfb6e01453c08596fd737576fddd
6_jt-5537976a_000237-000291	6_733dd636ebae55355ee386bd36e401aa
6_jt-63a_000046-000095	6_2506ff8531640914613be712de6838c1
6_jt-65z39z1a_000019-000056	6_73a0ad03a9b2c3264fc5260fb8040ce0
6_jt-6a_000050-000104	6_25762e2257235a490f6cc16a18394ed9
6_jt-6b_000055-000113	6_25d9b789a6f596501aef320217d667bf
6_jt-6o74a_000019-000070	6_740ed26f0783975721e83ae67104d8c6
6_jt-6z7a_000019-000061	6_7473f9e50f8ce9736539d4519845f9f0
6_jt-6z9a_000046-000090	6_74c9d17c8641035d52eeeed917f8889f
6_jt-7o56a_000135-000196	6_030c2c4775670fe6f759d40441747661
6_jt-896a_000079-000141	6_74d0af7a7956777cde233166447088da
6_jt-9565942a_000079-000129	6_74fa8947f11e4d47139a199ba9aefb73
6_jt-96754a_000050-000087	6_75954e0aa0c178e7b80fb5a4de96e4dc
6_jt-o529716a_000229-000283	6_760cfbf9f5011655ee410162c93f95fc
6_jt-z5z645za_000143-000189	6_7664652f693a741d196a4c9c0ff4f645
6_jt-zz648a_000096-000132	6_76684df6a54d36213db3753b268bba8c
6_kc-36a_000078-000139	6_768b325606970a3a851bd8e6f1ff7c6d
6_kc-6a_000041-000119	6_26afaf5f62fdb45ee9acc1ab19f79cf4
6_kc-6b_000032-000114	6_76b984876c9473057d8b3d22cf3293a9
6_kc-8o6a_000101-000185	6_76ecad405c134eb998720639e914109a
6_kd-1z6a_000100-000163	6_26b0c680e06b5807583c3fa323e1c3fb
6_kd-28263a_000103-000144	6_773814c53716876e37dc876019faa548
6_kd-2zz6957a_000168-000211	6_7778ffb7c0f7a753fc9389aac5d77048
6_kd-465a_000039-000078	6_77d6ca1880abe080a43ae7dbb839f714
6_kd-5286158a_000150-000193	6_77f3784b1191c9a8a6829c9e10abadfe
6_kd-56521a_000054-000095	6_77f9052b7bb13792f20c02c98bc80256
6_kd-618589za_000017-000057	6_7816c951c8a40cb9fd9be3802ea66a4f
6_kd-62oa_000017-000065	6_26e75d7d5c33ee2b9315515f672938ac
6_kd-6487a_000013-000055	6_26fe804752e2086d77f57988aa56699e
6_kd-67a_000023-000062	1_33f0109174aa4033007e422941e9bf25
6_kd-6a_000019-000082	6_270acf913bc398c38298237ced34825a
6_kd-6b_000018-000077	6_272925cd018b6060494859d6d3166bf9
6_kd-6zza_000016-000067	6_2730cc97deb244c4627ef9335561ec53
6_kd-76a_000060-000118	6_275023ef0f58fa91d7cfc810b4c8c2f4
6_kd-7z26784a_000176-000216	6_2751aa65e73822cadb02781476c4f812
6_kd-8638a_000046-000099	6_2788c3dc42562377ba48b9b4b72041bc
6_kd-8z98968a_000240-000277	6_785e29d7810d4c832d3deb8962ef5c1b
6_kd-o327645a_000185-000230	6_7862064c010199f6bfe4d5ed85e43db0
6_kd-o8o6255a_000118-000155	6_788b7f176d7eb9372312cd5d05fbd8a4
6_kd-z1666z7a_000089-000147	6_279682f936fa282889759bdc7c3e0add
6_kd-z1666z7a_000161-000203	6_27d76e6b7a9d555cdd934592cd83c2f9
6_kd-z1666z7a_000202-000245	6_27f75bc2a0cb6ee99697055adf2a79ec
6_kf-326a_000079-000144	6_79109eb0cf0565840d0be2de177c5bba
6_kf-6a_000027-000099	6_79204c881916679fba6c6af6e29f8b2c
6_kf-6b_000019-000088	6_030c8e9aeacebc03deaa8eb21b880f83
6_kf-9o26a_000112-000176	6_7961cdeb38e39383aa5d4f36ba5209fe
6_kh-16a_000049-000103	6_282741456d916ccd5bb8c8ecb5582e12
6_kh-316a_000094-000149	6_7968bd83c7e5e24f6d4ea0592cd9b13d
6_kh-453o196a_000229-000283	6_79758ea542078af5b84919cd5bb16b56
6_kh-6336a_000114-000171	6_2861952528797d0c9527fa9406c65ead
6_kh-6576a_000129-000180	6_7a962767da74c8d9fc2ed6098a11eb08
6_kh-6657a_000057-000101	6_0311ed20ddf42fc236a98ec0df63b236
6_kh-6a_000031-000089	6_031305e4299fb6341e371b973108719b
6_kh-6b_000039-000098	6_03158e12b00a805fc6cc71f45fe542ff
6_kh-72o63a_000127-000167	6_7ac12955df00d47217e275de48d560eb
6_kh-742o46oa_000220-000266	6_7aef42b718c272783d00c19819f40476
6_kh-8183926a_000210-000268	6_7afdf7f8d757f023c86c620ad337fafe
6_kh-83zz676a_000168-000203	6_7aff4a18ced70de0b1287cb7722c1b63
6_kh-86a_000055-000115	6_28805c2ec6d05c46826054a9857069e4
6_kh-9546a_000138-000199	6_7b02e3ebf769a6ebb04c9cb92317aef6
6_kh-oo56a_000144-000207	6_7b66ae23d1fa37b7f499c74736a51d66
6_kh-zz62a_000125-000168	6_7d805580ff22c27ce92142cbf607bf46
6_kk-12o6a_000104-000163	6_7d87f33c98832fb8051ab97ae0c2f750
6_kk-1z6a_000102-000157	6_7e173e985ff5b4e61bd76dfb7fe350b6
6_kk-56146a_000160-000221	6_7e654d0f66e11cb88f69eb7025dd438e
6_kk-6a_000018-000075	6_28954dbc27d5ad0ab5e23eb9092a0e33
6_kk-6b_000016-000080	6_28a3cb4e289e62bafafa6408299bf13f
6_kk-6z93z46a_000288-000346	6_7e6ee9f4ac51a1beea721687f6dadd36
6_kn-946a_000092-000150	6_7ea4be3c7b537cd5ee3c7786c119dac6
6_kp-16a_000065-000128	6_7eb20660f3ebd0f4bbf32b1648b15f94
6_kp-1z671a_000114-000153	6_7ed8ab804badd4f4e440c76cb6d553d4
6_kp-2661a_000084-000130	6_28e3e9d3206225aca82493418c6f4084
6_kp-2661a_000129-000175	6_7ee015d36ddc1661cc26b2ad53d30a37
6_kp-365a_000085-000127	6_7ee5757edf61570903a8a3b649bff5a5
6_kp-36a_000077-000144	6_29144622d3d8e5cd05098c5f4390c0a8
6_kp-41672a_000084-000123	6_7f136bd85874f27b75444e234c13fd1e
6_kp-5786685a_000125-000164	6_7f60a5336164269cf70680aa1fa9583a
6_kp-5786685a_000163-000203	6_7fb06d1b997b3852298b3a1df512e073
6_kp-591426za_000254-000292	6_7fe751618751356815a2144e648f02cb
6_kp-6233a_000040-000081	6_29290b2c219d9c31a46713cce8e2c6f6
6_kp-63za_000019-000066	6_29675d8549635174f47257a8d8bd57c1
6_kp-68462a_000034-000082	6_29cdcfd5d36cc88d7b2f2fbd4229a845
6_kp-68462a_000168-000214	6_800de937cb5db664de31957d46b90e46
6_kp-69956a_000044-000089	6_804845d240742f06ee7ff45eee965423
6_kp-69956a_000202-000260	6_8075cebe3613851624a7894c6a01b9eb
6_kp-6a_000018-000088	6_29d15146531ed2a28880f7f85a50257c
6_kp-6b_000022-000079	6_29f2231861b94c45cc689d338a28d9f9
6_kp-6oa_000020-000065	6_80ed4c8279ed7d7675711c485cdb2c0c
6_kp-734644oa_000144-000186	6_2a45d87e055df0cf81ad63d2acba2e84
6_kp-769a_000073-000113	6_2a6fc4a8ae34b8b16cc089791f0d496a
6_kp-8633a_000050-000103	6_818fae311b84589b885bf37d92bb842e
6_kp-9419648a_000166-000207	6_81b042b802f517899aa3f6beac0dff0a
6_kp-o612a_000086-000134	6_821181aa8276487448a09bcf10401774
6_kp-oo6oa_000126-000176	6_824e0f9436fd42a4d4f59502e711d4dd
6_kt-45964a_000102-000135	6_0344fdb96a0cd7574fbcbacfb2524a41
6_kt-4o63266a_000055-000111	6_03665f160d9931dc7261ab011d62a1ec
6_kt-4o63266a_000155-000190	6_82683a3af1224db31fa70f3df77b44e9
6_kt-4o63266a_000189-000243	6_037d7d18cea3d5f911b27aac421c7c8a
6_kt-4o79276a_000234-000295	6_038b0abf26501bb57c0981af5880c1ac
6_kt-56za_000065-000098	6_03916bc5b5850056de89fc4b07f8497c
6_kt-67464a_000118-000155	6_03963389eb584fb2ca236651d27ff7df
6_kt-6a_000051-000108	6_03a7ad8aeee511c67c21c7ad641f22c4
6_kt-6b_000030-000089	6_03b3bb224e4a2213aadf25d58cab1773
6_kt-7395o36a_000217-000278	6_03d6aa0e7bb1738a5591aa4c91c46ca5
6_kt-781516za_000200-000235	6_03ef8080412b9632a1115a7439ec0ff1
6_kt-9z76a_000134-000191	6_046922fa149f8a72c45505cd1ee4cbc7
6_kt-z146za_000110-000148	6_049b55f5d4f59b26d4243585e136f7ba
6_la-26a_000054-000113	6_2b242f84e5ad8babb452d946a13be376
6_la-8626z36a_000277-000335	6_82a8d2e4a49a1b26947e2a7693457613
6_la-o469oa_000078-000123	6_82bdeb226ee57eddbc47991cddd6f3db
6_la-o54o641a_000186-000222	6_835665954ae733795c90fc085f9d2f3d
6_ld-24536a_000167-000224	6_2b5a5b55ee3363f2112d62583e343578
6_ld-686a_000108-000164	6_2be23f609b0fb9be05d8de659a8657f0
6_ld-6a_000031-000084	6_2bedc09d700de7cd1ec6f2c44a164f06
6_ld-6b_000027-000083	6_2c143e0a7d2f17af5522d8d7e0351691
6_lh-16794o5a_000048-000083	6_8391c6808e18c597cf1967948e5c7dcf
6_lh-2273969a_000204-000239	6_84224f4c7d49145b4e3f9aff46115b90
6_lh-26a_000036-000090	6_84b8e7f0cc3366c7a1e2b467ee7d0ead
6_lh-26b_000041-000102	6_04ae9a02ec549de8e20ed3f3ec38ccd9
6_lh-43854z6a_000249-000295	6_84e6462bd76931de7d643b13161ff710
6_lh-46366a_000048-000091	6_2c23d5757579a6fd9da7c55640d891a9
6_lh-46366a_000159-000206	6_85091a021d2211c3c292684df7b04532
6_lh-6a_000031-000090	6_85332228a1916d460e3cfc440f07d749
6_lh-6b_000018-000077	6_2d34ca9ace6fe14cd79d2225134fd6a0
6_lh-7464a_000096-000135	6_853e83966f84817ea8450b49f5a88162
6_lh-7613783a_000065-000097	6_85d650758015791767442de5441bfbfb
6_lh-7o6a_000093-000146	6_04af9f75480411e4cb9e365b185e82a4
6_lh-891768oa_000180-000217	6_86377c282ab74e89f528528e569f2bde
6_mh-1473596a_000281-000330	6_866dfb78b07961a913b7f9757d66bd27
6_mh-165a_000075-000119	6_8693a2c9f35b510f41d3ad9e9b614c73
6_mh-21356a_000154-000212	6_8730f8d85f094db3d013dd4d16ef5597
6_mh-3639612a_000044-000084	6_884b6ea1f7e9825b9023de87f13ac153
6_mh-3639612a_000182-000226	6_885787f6e319318719d2061579abafc7
6_mh-456za_000087-000125	6_89b0210cfbd759c08564735fd8be13bf
6_mh-54465a_000137-000177	6_8ade46d1802b7869183e8b57031cc9ef
6_mh-61a_000019-000070	6_8adf42d07f40e360f45a2543cd1a4164
6_mh-62816a_000164-000218	6_2d4a53b7a9a5fe09b3e2b97a28a24081
6_mh-66436o5a_000019-000055	1_388df9b3ce7f86a8abc6b86c132c4ec6
6_mh-66436o5a_000054-000090	6_8bee0ad123f2bb1915513bb9e589d463
6_mh-66436o5a_000181-000233	6_8c080721982aa71e35e3e4b135043022
6_mh-6763oo3a_000019-000054	6_8c403ad7653608be072b1414cf0d0535
6_mh-6763oo3a_000094-000150	6_8dac4556fd3f14b364a80439c63e442e
6_mh-69o72ooa_000019-000060	6_8dd37a18030878d2940f33a04af010b0
6_mh-6a_000018-000078	6_2d84d7bda42ca88a695f56522c989064
6_mh-6b_000019-000081	6_2e951f1f59ac6aac35b8631647a43002
6_mh-7914268a_000248-000288	6_8de68b5f14a262e0d1903ede8747abe4
6_mh-862a_000041-000083	6_8eafa34706356788cb64878adb907fc3
6_mh-86928z5a_000040-000079	6_8ebae04b0f6775d6e8bcf1ab47e8de95
6_mh-o67a_000056-000087	6_8f1d62c15a4933659260a6bfb3cfa598
6_mh-o6a_000040-000098	6_8f67c0d437bdece0d53527e7dddba637
6_mh-z76a_000102-000156	6_90cc405593f70d51f9e15af8ac49958e
6_mk-6717a_000022-000098	6_04b1f172b2cc726d01f9f2f109dbe3d9
6_mk-6a_000038-000107	6_2f1655edd1621e55ca3a2d8de5de59b4
6_mm-21z2326a_000401-000489	6_04c011e9f774063ebb0f57b662f789d0
6_mm-25o6a_000170-000249	6_04c7e68f3f454e3d6daa41382d6ad0e6
6_mm-38675a_000107-000163	1_38bf64a6e58d6adf6b41a0de96b35367
6_mm-5569a_000120-000167	6_05021d7fa3dfc6d0b867a2f87c59456f
6_mm-6a_000038-000118	6_055745fd6f94191ea812408118675d1d
6_mm-6b_000041-000126	6_0560616fb6999dc89c8abcddb4d7fa5e
6_mm-6z1a_000048-000102	6_05d616a7ff94519810212d1dde7b09a7
6_mm-8246a_000152-000234	6_05dadb0602b2bd96da287a6541367fbd
6_mm-88o4663a_000227-000275	6_05ebe5d93baf99dce350a83f1a040172
6_mm-97136a_000177-000251	6_062fb49538a067fffbff92dbae3882a0
6_mm-o896a_000191-000273	6_0643ff03ca31eb59acad3fa275565222
6_mm-o956o62a_000208-000259	6_064fd56ae609b16f3828c6575f066c16
6_mm-z96a_000126-000205	6_06590dd3218123fb75c27e5ffbcfab97
6_mr-16a_000055-000115	6_91a7f841c9f533ac8bfa49c2d7f2be78
6_mr-2467a_000063-000097	6_2f9e3b000236bf10b64c7c08274c1a98
6_mr-2z2996za_000212-000247	1_3aa96ad2bf052cef969e39abf51b5de9
6_mr-31z6a_000113-000174	6_91e7bc2782a427f0501ef4aa07cec525
6_mr-346oa_000068-000110	6_925fb711dffe624754d7e4a037178ecb
6_mr-56z4a_000074-000105	1_3ae7483b96c435f333a3e101722fdcc2
6_mr-5756886a_000111-000150	6_92a3dddcf2151ebc0c3ff6f93eb984c3
6_mr-61a_000028-000068	6_30171d1fd19ea3a321729368b3968c5a
6_mr-6238a_000043-000078	6_3040c1af714c3788ceaf80cd58f535ef
6_mr-643a_000019-000063	6_311a55f0fa179471f11cef41a81e0ca3
6_mr-68524a_000019-000057	6_92ad059fe5d9d44c66d50e4f209bca97
6_mr-699a_000020-000064	6_316b987c7a2dda7a2e5afdab3f437d89
6_mr-6a_000019-000077	6_317ae3a22b70ddd2bf9bd7fce29ad607
6_mr-6b_000030-000095	6_31a05f1e48a3d099367cffe535933b47
6_mr-764a_000055-000093	6_92cebb229d19f3b20db3d9e9ca2503b3
6_mr-876a_000096-000160	6_31acee611f5038e3adb25a6fdb473e0b
6_mr-926a_000060-000120	6_31b332b4a10009724ce6fb3ca004f556
6_mr-96578a_000049-000082	6_92fc2fd724306a690aa22bb196b78d8b
6_mr-9o69a_000059-000095	6_93684551499add9e3cb030c248ab619e
6_mr-o2o6672a_000085-000119	6_936ae41627919e7c94b0495fe89cd13f
6_mr-z635221a_000081-000120	6_9385e7d202ce91dd502b6b1196aac3d8
6_ms-2996911a_000153-000189	6_9454795a072902208b13a84968d2cfa8
6_ms-6a_000032-000084	6_94669a1db322d5ecef3ad9259e292b0b
6_mw-66a_000021-000065	1_3b04607cf861b267f27938a8fb75f904
6_mw-66a_000064-000125	6_06650fef1a2bc661ad451a50b2009c43
6_mw-6a_000042-000112	6_06715c0ff3444dd1b326cf455dc51180
6_mw-6b_000031-000093	6_067799fdad1e967b6cea001c0aedf442
6_mw-8616a_000121-000176	6_06782faa36d9bdede057d90ee5e7c533
6_nc-24456a_000169-000234	6_0680663a93c07319ca17498a18ce1ef0
6_nc-465933oa_000053-000098	6_946bc67462ea068c5a68afcd11851fd1
6_nc-5765a_000112-000158	6_06e38f1ef1e6c6f96bc55944e36393fb
6_nc-64496a_000195-000264	6_06f6e188b153df7bb72f0b87ee2e0e9d
6_nc-66o5o41a_000057-000091	6_94b09f85a63d02cc727c2311257d5971
6_nc-6a_000043-000110	6_07733b9ed26dd8916eeb413a4d19f777
6_nc-6b_000038-000107	6_077c9bd531252a47a736378ab1010c60
6_nc-87324z6a_000301-000371	6_94b77541feb4cd3315bd0c1dc20b3b5f
6_ne-11o68a_000122-000163	6_94cb64f3d7c6a48b3e80d2eec018a397
6_ne-18364a_000081-000114	6_9540e2fb4e723a426f0437f5786d8692
6_ne-336a_000071-000130	6_95572d0ccf06d7125c5afdf09d6289f2
6_ne-37675a_000090-000115	6_95a97328dba23bc7802f0eecf7746a4c
6_ne-416a_000064-000126	6_95ffd1afd3dfef072e34ec2666fa1766
6_ne-5568a_000076-000109	6_97800f754819b12da384a132acbec54b
6_ne-613a_000018-000051	6_985bf324ed98d1af5afcca102ee2f7a6
6_ne-6698272a_000039-000070	6_98c8c38e2773351fa2469bb43bb0b66e
6_ne-6698272a_000069-000100	6_991b35eeb3b32b09fe58873d87bbaea7
6_ne-6984a_000039-000076	6_996c339be82ba2cbb0bfbd2e0332fd2a
6_ne-6a_000018-000076	6_31fe09c7d7c488de6f436a7ce08c076e
6_ne-6b_000039-000103	6_3243aa9dac3f4745a0db7d539a6232d0
6_ne-6o5a_000018-000054	6_996d660c2e511e64adda03e3f54c7a08
6_ne-6zz6544a_000151-000186	6_9a468ccc6c16a21524df9786f92f6e08
6_ne-746za_000082-000111	6_9a4b7a347dea594aaa936360e1f13401
6_ne-864za_000035-000068	6_9aeb7b152023525e8042c072681d4472
6_ne-o488o16a_000191-000249	6_9b1efa1f272c80f0d6bc91de371faf09
6_ne-o63o9a_000038-000074	6_9b73f82b50ca01595a84dc6847b58fe3
6_ne-z26a_000073-000137	6_32b96aa58970d50ee6031914e8970cf0
6_ne-z812679a_000163-000192	6_9bb1e02083a155d82f2980b9d8aa69b0
6_nf-116a_000069-000126	6_32eb210a6c1f8a6a06fec148903ecb6d
6_nf-1969a_000070-000103	6_9bcaaec6a913dcb8ecd226e2ce8d89c0
6_nf-1z34164a_000227-000264	6_9beabf9f708cc62d0f06aad96b5c0d3c
6_nf-2z6zza_000089-000131	6_9c788d3c5058a4b4713a4208e5e27645
6_nf-36a_000045-000104	6_330a0768bb9add5dc4fa0aa64fd72474
6_nf-427o674a_000143-000180	6_9cfb5d95ce9ae6fc83532d8299d17208
6_nf-46762a_000048-000093	6_9d1327b3d5e24c759acfbf4721ee58e4
6_nf-46762a_000131-000174	6_9d4eafc374a5d551b2d537d799554983
6_nf-48463a_000109-000153	6_9dc7bc059d1853df3673c1f63cce5d52
6_nf-53286a_000170-000243	6_9f0b7e8b9f72f9aaab6f15ff57dff2f0
6_nf-56z71a_000071-000106	6_9f602e8d5a4112037e8ef7f6ac5bd55d
6_nf-62a_000047-000085	6_33ae27946db621621c329784ef627ad1
6_nf-63a_000026-000072	6_3449b9be97ff9d039ce25a570da956a5
6_nf-6512a_000051-000087	6_a01b8f6048c2b87d3ea2a6cac43a5168
6_nf-6a_000035-000096	6_3472172c62f6e0ecdd52967539deccfa
6_nf-6b_000048-000109	6_3485a1e3e63bf609eeb0b896e1714508
6_nf-6o4a_000018-000061	6_349e4ec2e27334629973d6eeda0be83a
6_nf-6o523a_000023-000062	6_a04c38b728b194baa5610afb7fdc5952
6_nf-756a_000092-000154	6_a05061ff0437b9ad1e14ead8ae0c82a9
6_nf-8694za_000040-000076	6_a0d6d68322f31853a3c387828f49e9c6
6_nf-9796a_000104-000169	6_a1b1dd7d98b5b9d39baee67e275ed901
6_nf-o5768ooa_000126-000166	6_a2d6724a0be482318efc2a8b2e5936c4
6_nf-o975536a_000224-000282	6_a2fbb9e0817e027dd7d8147d9983a185
6_nf-z9z682za_000169-000207	6_a3ad8f246dd38054c1292d06ad1a76d7
6_ng-14396a_000138-000195	6_35ba9bd775098c8068c97e0f160b4401
6_ng-26739a_000035-000073	6_363596605f48897246e0b0ef5897f54c
6_ng-2726a_000086-000139	6_36433461b8b891398b9e5fc62afb6701
6_ng-3212o6oa_000176-000210	6_a3d82331f877936953fadcd7ca1b7083
6_ng-5656a_000039-000073	6_a40fff1c618544e4e1d5d1560459828c
6_ng-5656a_000094-000142	6_3694eae3b8c642ffe14413529bc0fb12
6_ng-5961368a_000188-000222	6_a426d850c43dc92962f8905d812c0aeb
6_ng-61624a_000063-000102	6_a4521a9e283fa4ae927a53506ed475da
6_ng-61624a_000126-000158	6_a455ad042822ba1a4bf9b67d79aabe0b
6_ng-63zz651a_000143-000176	6_a4a5b2290553d541450f3997356236e3
6_ng-64a_000047-000081	6_374cae9c3317dccc6c877e422f3ab3dd
6_ng-66z82a_000069-000100	6_a4b32a5bd3129a82b1d70de82d48ea69
6_ng-6a_000020-000074	6_3766ce5b257cc44af308a9dc0b293edc
6_ng-86a_000068-000119	6_37a42b6577f4bfca0a98425d101d0aa7
6_ng-8869oa_000056-000089	6_37a5ade08f22e470338e750050155dab
6_ng-946a_000068-000119	6_37bcd6af0b0542a9450200e3dddcf4f9
6_ng-o1o5o76a_000231-000280	6_a6962883b0623e30a5af92172a1be811
6_nh-2168a_000102-000133	6_a77f69a837e955961374bf414caf37d2
6_nh-2o6612oa_000062-000120	6_a7881bc9e079d9e50c32e6a27ff4df87
6_nh-36a_000041-000091	6_37fbc1544ac5e37b95baee849ccd4aec
6_nh-426a_000065-000122	6_a847f4401812c4899809e586d0245721
6_nh-6a_000018-000085	6_38b56a5f215816be637ffec0691099c2
6_nr-15626a_000077-000121	6_a8881d71facbda8f87c01f846c4b14dd
6_nr-15626a_000141-000198	6_38bb09f4572fe68c2bd5a84a2d8fcb23
6_nr-22446z9a_000164-000207	6_a8bcceb54dc4167381e8a7001456b99d
6_nr-3676a_000048-000091	6_a913a32b4aa3800968c122a1bcc351a9
6_nr-3676a_000133-000180	6_a9319204e882c43205d37cdafe108c76
6_nr-36ooa_000074-000113	6_aa7f5c967b22f1fea5047b8bd51626e0
6_nr-4o82oo6a_000208-000267	6_aab53b585cdafebaec644e76a280bc3d
6_nr-5186a_000112-000165	6_aac3bb206ffce6d6f800b62a233c9dac
6_nr-5377643a_000186-000224	6_ab44bc8d238309ecdba5d82602889e3b
6_nr-65o7744a_000021-000056	6_ab60845c173c452f5dbd48720676a1f2
6_nr-66z23a_000019-000052	6_ab6f6b656ff7241ccede340a9d3cd03b
6_nr-66z23a_000051-000089	6_abd27b13ec894ed0a537afbd9226f29c
6_nr-675a_000018-000050	6_ac6b8c3191426ef81652b4ffbdc68e3d
6_nr-684a_000019-000054	6_acc7d647b58b35d7d55094b0e4819ff6
6_nr-69592a_000020-000057	6_ad674cfc5c192cdb2315a713dfe0931e
6_nr-6a_000019-000075	6_38f24157038ee554833ad8f8df37d681
6_nr-6b_000019-000070	6_38faa0e47f1c7ce7e99703cf22f03191
6_nr-73z2633a_000153-000193	6_adf9be774a513b470d6b14bf65424424
6_nr-8643849a_000036-000074	6_ae094a65d661076e788eee8f7aca1c72
6_nr-92566a_000115-000157	6_ae12dfbd8560d3cbfc5e095437a6912c
6_nr-92566a_000156-000205	6_af67c94224f43f124a94c88cc4d520c0
6_nr-9627a_000084-000119	6_af73fef6642c102b3fced2e13af7649e
6_nr-9965a_000079-000114	6_b066ccedbe1fb25d15ca5128e9161d6b
6_nr-z63412za_000051-000087	6_b06e808fe8bd468a419fd72d81a35f7f
6_nw-1376a_000113-000161	6_38fd833ef2e60f627b80b5a24cba748c
6_nw-1z521z6a_000264-000318	6_394e7826fbe61bd4c4142841de573dbe
6_nw-2536231a_000120-000159	6_b0a97e77a342e59ab5411c9d394303c7
6_nw-2696oa_000118-000171	6_b140aff9ec7c37b5c7f00d4931832e07
6_nw-364a_000053-000097	6_b14600fa37be087f6b18a27f6def34e7
6_nw-387z6a_000169-000225	6_39b178c5af997ceeca1338b4f54a31c2
6_nw-46a_000055-000118	6_39dc431140e9d5405fcf61997f6cd458
6_nw-5934634a_000160-000205	6_3a3939758a0f50dd40b05f9d34cc64ce
6_nw-61545a_000017-000067	6_b1dcf537721dc88f8cbbea0284552a05
6_nw-65a_000018-000057	6_b2ae7358c11f4b47002cc25bacf05c42
6_nw-66oa_000019-000060	6_3a7d6793a5c00f0f8cdd81a8b1ca1d1b
6_nw-66oa_000059-000100	6_3aa90bebef306ca9a267a8a2b3f095cb
6_nw-67484a_000019-000060	6_3aaa023b4a60a2c3d838c14e14ddde48
6_nw-6a_000019-000081	6_3af354aac05264a743b492fcc42b661a
6_nw-6b_000040-000095	6_b31a15f8d12ee5d5196413855edca7db
6_nw-6za_000022-000069	6_3b0fa5e05f229c07bf471c5f1ff5d0a4
6_nw-76a_000087-000132	6_b33e7f7bfb6fefcabab1d25db74de40f
6_nw-786a_000086-000139	6_b394f2446506cc1be54d3e5326bcc2d2
6_nw-863z3zza_000049-000096	6_b4042c66c4a0ad907c75f69c750592c0
6_nw-893o156a_000240-000298	6_3b54adf523653b25647dd791c8381a39
6_nw-o3162a_000140-000178	6_b4a0a5bc355b64e91900aec31881e19b
6_nw-oo64147a_000079-000127	6_3c5a0d75c0a9f8ac4b1139baf3c7df39
6_nw-z996a_000149-000200	6_b508b5c9837117233a885a2bf1b9a9dd
6_pb-26469a_000045-000083	6_b5b2defa7f4ad2439b469030746123ec
6_pb-26469a_000110-000147	6_b61c0b211d4e576bfb1ca9b70d15d931
6_pb-269572oa_000063-000099	6_b820b705b678cac3df28a7d112a4999a
6_pb-37167a_000132-000170	6_b935f05a97787d752cf31ae741fde0e2
6_pb-46a_000050-000121	6_b9872d57e63e69e5ee6043ef954b8f85
6_pb-47611a_000091-000135	6_b9c3aa40a23cd02f7c8c4bf437609bbd
6_pb-58628a_000069-000114	6_ba250b6e19b50de0dd29a520d5a90d3d
6_pb-636a_000057-000111	6_ba50dc9741a544d61e992fce092fd3ef
6_pb-636a_000142-000211	6_3cf4ca61aa5cdab09db4d795190671ac
6_pb-6384423a_000020-000065	6_ba5e87e0c326412771377ef64e033bf6
6_pb-66a_000048-000095	6_ba86e85702ab912ca1ffcd08c05d2221
6_pb-66a_000094-000153	6_3d78bb13519eb23c7de1432900deffdb
6_pb-68817a_000019-000062	6_bae17518edfab74740731dfbd6048786
6_pb-6a_000019-000104	6_3eb95afbdc231c7d8c827047f2432507
6_pb-6b_000049-000128	6_3ec5e7e0a81bccb69ffc1bd82e24c056
6_pb-8783622a_000192-000243	6_bb1a4a86ca9575545d7326d1b9b94246
